exit_date,entry_price,exit_price,return_pct
2014-10-03,26.0,26.44,0.01692307692307704
2015-08-25,31.34,30.51,-0.026483726866624036
2015-09-30,29.07,29.64,0.019607843137254832
2016-01-21,31.04,31.09,0.0016108247422681465
2016-06-28,31.87,32.08,0.006589268904926282
2016-11-16,33.16,33.3,0.0042219541616406175
2016-11-17,33.36,34.11,0.02248201438848918
2016-11-18,34.4,34.08,-0.009302325581395321
2017-01-04,34.74,34.96,0.0063327576280944875
2017-01-13,33.88,33.89,0.0002951593860684998
2017-01-24,33.09,33.35,0.007857358718646124
2017-11-15,39.58,39.83,0.0063163213744314994
2017-11-16,39.92,40.74,0.020541082164328595
2017-11-17,40.62,40.82,0.00492368291482026
2018-02-09,40.88,40.95,0.001712328767123239
2018-02-13,40.71,40.9,0.00466715794645034
2018-03-26,39.44,39.87,0.010902636916835684
2018-04-03,38.43,38.69,0.006765547749154166
2018-10-12,40.08,40.29,0.0052395209580837765
2018-10-29,35.05,34.71,-0.00970042796005699
2018-10-30,34.79,35.3,0.014659384880712834
2018-10-31,35.74,35.92,0.005036373810856087
2018-12-12,31.31,32.11,0.02555094219099341
2018-12-13,32.94,32.71,-0.006982392228293777
2018-12-24,27.64,27.5,-0.00506512301013029
2018-12-26,27.71,28.77,0.038253338145074034
2018-12-28,28.82,28.65,-0.005898681471200651
2019-05-08,29.35,30.49,0.03884156729131161
2020-02-10,40.38,40.68,0.007429420505200568
2020-02-11,40.85,41.56,0.017380660954712468
2020-02-12,41.55,41.6,0.001203369434416457
2020-03-02,34.79,34.42,-0.010635240011497515
2020-03-03,34.5,35.53,0.029855072463768062
2020-03-04,36.44,36.33,-0.0030186608122941827
2020-03-10,30.79,30.09,-0.02273465410847675
2020-03-18,14.14,12.94,-0.08486562942008491
2020-03-19,13.01,18.27,0.4043043812451961
2020-03-20,19.66,19.43,-0.01169888097660221
2021-07-09,35.26,35.92,0.018718094157685883
2021-07-20,33.07,34.25,0.03568188690656182
2021-12-01,34.06,32.02,-0.059894304169113344
2021-12-02,32.185,33.77,0.04924654342084822
2021-12-03,33.9,33.96,0.001769911504424737
2022-05-13,32.74,33.64,0.02748930971288943
2022-06-14,31.07,30.33,-0.023817186997103335
2022-06-15,30.87,31.14,0.008746355685131268
2022-06-17,29.24,29.4,0.00547195622435015
2022-06-21,30.08,29.72,-0.01196808510638292
2022-06-23,29.8,29.48,-0.010738255033557076
2022-06-24,29.84,31.16,0.04423592493297579
2022-09-28,32.12,32.68,0.01743462017434627
2022-09-30,31.07,31.2,0.004184100418409997
2022-10-03,31.52,32.0,0.015228426395939021
2022-10-04,32.6,34.2,0.04907975460122693
2023-02-10,37.89,38.46,0.0150435471100554
2023-02-13,38.43,39.02,0.015352589123081017
2023-02-22,37.49,37.54,0.0013336889837289867
2023-02-23,37.72,37.93,0.005567338282078449
2023-03-14,34.58,34.42,-0.0046269519953729965
2023-03-16,33.33,33.56,0.006900690069006954
2023-03-17,33.46,33.67,0.006276150627614996
2023-03-20,33.61,33.41,-0.005950609937518725
2023-03-21,33.87,34.25,0.011219368172423971
2023-08-04,38.3,38.09,-0.005483028720626448
2023-08-07,38.17,37.98,-0.004977731202515212
2023-08-08,38.52,40.78,0.05867082035306326
2023-08-18,36.2,36.7,0.013812154696132506
2023-08-21,36.71,36.51,-0.005448106782892981
2023-10-04,24.33,24.85,0.02137279079325949
2023-10-06,24.7,24.6,-0.004048582995951344
2023-10-09,24.66,25.01,0.014193025141930216
2023-10-10,25.2,25.79,0.02341269841269833
2023-10-11,25.7,26.32,0.02412451361867718
2023-10-13,25.59,25.35,-0.009378663540445475
2023-10-16,25.71,26.59,0.03422792687670162
2023-10-17,26.62,26.94,0.012021036814425345
2025-04-08,31.35,30.39,-0.030622009569377995
2025-04-09,30.16,33.97,0.12632625994694946
